Age;2007;2007;2007;2007;2008;2008;2008;2008;2009;2009;2009;2009;2010;2010;2010;2010;2011;2011;2011;2011
0;25363.98978;6282.234283;493.0940573;0;7917.796795;986.4339923;327.9338423;0;14790.58157;2848.643898;1262.015798;0;13725.05514;1529.819622;953.201873;0;6307.73799;619.0647869;414.7791129;322.8168983
1;26550.78165;6576.182699;516.1661381;0;18940.66692;2359.711693;784.4714682;0;15003.59624;2889.670203;1280.191409;0;10129.73939;1129.079186;703.5080343;0;7436.036848;729.8002189;488.972873;966.61127
2;1042.249422;258.1476773;20.26207235;0;336.7380053;41.95230359;13.94678226;0;744.4981121;143.3892233;63.52477582;0;220.1365208;24.5368172;15.28842994;0;953.2394984;93.55445769;62.6823489;25.65076768
3;39.87239143;9.875721706;0.775147736;0;25.66645123;3.197639521;1.06303536;0;16.59137053;3.195473158;1.415669263;0;21.29258673;2.373310464;1.478765175;0;21.7472113;2.134351926;1.430035462;0
