"Age";"2007";"2007";"2007";"2007";"2007";"2008";"2008";"2008";"2008";"2008";"2009";"2009";"2009";"2009";"2009";"2010";"2010";"2010";"2010";"2010";"2011";"2011";"2011";"2011";"2011"
0;0.347590726147253;0.0860923851174623;0.00675741170543092;0;0;0.151446513889846;0.0188678736249733;0.00627250717449583;0;0;0.335611231856128;0.0646382215062028;0.0286362422318647;0;0;0.429323105400638;0.0478531345863773;0.0298163893708091;0;0;0.0989401748681354;0.00971035549791296;0.00650602768013452;0;0.00506355216700925
1;2.6871518771856;0.665562389736022;0.052240149658082;0;0;2.04317874705357;0.254548205756178;0.0846229669876983;0;0;2.46986185384056;0.475691700203299;0.210742536397627;0;0;1.40194525617223;0.15626336944247;0.0973647705428222;0;0;2.11939643104217;0.208005421560877;0.139365549565743;0;0.275500581522016
2;1.56244811635799;0.38699215718018;0.0303751061008186;0;0;0.952535447981465;0.118671060780187;0.0394514556683128;0;0;1.41430342982676;0.272392726076041;0.120676341364764;0;0;0.779560982607438;0.0868912857211428;0.0541403281165665;0;0;1.32444140108475;0.129985588331835;0.087091542198729;0;0.0356394575990836
3;1.56244811623439;0.386992157294709;0.0303751061098953;0;0;0.952535447991943;0.11867106076949;0.0394514556685317;0;0;1.41430342984336;0.272392726035502;0.120676341388702;0;0;0.779560982571418;0.0868912857194626;0.0541403281542672;0;0;1.35506209890999;0.132990817110336;0.0891050731940712;0;0
