"fleet_segment";"Month";"VESSELS";"DAYS";"GT"
"HRV17_PS_1824";"43";"55.5";"14";"78"
"HRV17_PS_1824";"44";"55.5";"14";"78"
"HRV17_PS_1824";"45";"55.5";"14";"78"
"HRV17_PS_1824";"46";"55.5";"14";"78"
"HRV17_PS_1824";"47";"55.5";"14";"78"
"HRV17_PS_1824";"48";"55.5";"7";"78"
"HRV17_PS_1824";"49";"57";"8";"77"
"HRV17_PS_1824";"50";"57";"16";"77"
"HRV17_PS_1824";"51";"57";"16";"77"
"HRV17_PS_1824";"52";"57";"16";"77"
"HRV17_PS_1824";"53";"57";"16";"77"
"HRV17_PS_1824";"54";"57";"16";"77"
"HRV17_PS_1824";"55";"57";"16";"77"
"HRV17_PS_1824";"56";"57";"16";"77"
"HRV17_PS_1824";"57";"57";"16";"77"
"HRV17_PS_1824";"58";"57";"16";"77"
"HRV17_PS_1824";"59";"57";"16";"77"
"HRV17_PS_1824";"60";"57";"8";"77"
"HRV17_PS_1824";"61";"54";"7";"79"
"HRV17_PS_1824";"62";"54";"13";"79"
"HRV17_PS_1824";"63";"54";"13";"79"
"HRV17_PS_1824";"64";"54";"13";"79"
"HRV17_PS_1824";"65";"54";"13";"79"
"HRV17_PS_1824";"66";"54";"13";"79"
"HRV17_PS_1824";"67";"54";"13";"79"
"HRV17_PS_1824";"68";"54";"13";"79"
"HRV17_PS_1824";"69";"54";"13";"79"
"HRV17_PS_1824";"70";"54";"13";"79"
"HRV17_PS_1824";"71";"54";"13";"79"
"HRV17_PS_1824";"72";"54";"7";"79"
"HRV17_PS_1824";"73";"53";"6";"79"
"HRV17_PS_1824";"74";"53";"12";"79"
"HRV17_PS_1824";"75";"53";"12";"79"
"HRV17_PS_1824";"76";"53";"12";"79"
"HRV17_PS_1824";"77";"53";"12";"79"
"HRV17_PS_1824";"78";"53";"12";"79"
"HRV17_PS_1824";"79";"53";"12";"79"
"HRV17_PS_1824";"80";"53";"12";"79"
"HRV17_PS_1824";"81";"53";"12";"79"
"HRV17_PS_1824";"82";"53";"12";"79"
"HRV17_PS_1824";"83";"53";"12";"79"
"HRV17_PS_1824";"84";"53";"6";"79"
"HRV17_PS_2440";"0";"67";"10";"145"
"HRV17_PS_2440";"1";"67";"10";"145"
"HRV17_PS_2440";"2";"67";"20";"145"
"HRV17_PS_2440";"3";"67";"20";"145"
"HRV17_PS_2440";"4";"67";"20";"145"
"HRV17_PS_2440";"5";"67";"20";"145"
"HRV17_PS_2440";"6";"67";"20";"145"
"HRV17_PS_2440";"7";"67";"20";"145"
"HRV17_PS_2440";"8";"67";"20";"145"
"HRV17_PS_2440";"9";"67";"20";"145"
"HRV17_PS_2440";"10";"67";"20";"145"
"HRV17_PS_2440";"11";"67";"20";"145"
"HRV17_PS_2440";"12";"67";"10";"145"
"HRV17_PS_2440";"13";"67";"10";"145"
"HRV17_PS_2440";"14";"67";"20";"145"
"HRV17_PS_2440";"15";"67";"20";"145"
"HRV17_PS_2440";"16";"67";"20";"145"
"HRV17_PS_2440";"17";"67";"20";"145"
"HRV17_PS_2440";"18";"67";"20";"145"
"HRV17_PS_2440";"19";"67";"20";"145"
"HRV17_PS_2440";"20";"67";"20";"145"
"HRV17_PS_2440";"21";"67";"20";"145"
"HRV17_PS_2440";"22";"67";"20";"145"
"HRV17_PS_2440";"23";"67";"20";"145"
"HRV17_PS_2440";"24";"67";"10";"145"
"HRV17_PS_2440";"25";"67";"10";"145"
"HRV17_PS_2440";"26";"67";"20";"145"
"HRV17_PS_2440";"27";"67";"20";"145"
"HRV17_PS_2440";"28";"67";"20";"145"
"HRV17_PS_2440";"29";"67";"20";"145"
"HRV17_PS_2440";"30";"67";"20";"145"
"HRV17_PS_2440";"31";"67";"20";"145"
"HRV17_PS_2440";"32";"67";"20";"145"
"HRV17_PS_2440";"33";"67";"20";"145"
"HRV17_PS_2440";"34";"67";"20";"145"
"HRV17_PS_2440";"35";"67";"20";"145"
"HRV17_PS_2440";"36";"67";"10";"145"
"HRV17_PS_2440";"37";"67";"10";"145"
"HRV17_PS_2440";"38";"67";"20";"145"
"HRV17_PS_2440";"39";"67";"20";"145"
"HRV17_PS_2440";"40";"67";"20";"145"
"HRV17_PS_2440";"41";"67";"20";"145"
"HRV17_PS_2440";"42";"67";"20";"145"
"HRV17_PS_2440";"43";"67";"20";"145"
"HRV17_PS_2440";"44";"67";"20";"145"
"HRV17_PS_2440";"45";"67";"20";"145"
"HRV17_PS_2440";"46";"67";"20";"145"
"HRV17_PS_2440";"47";"67";"20";"145"
"HRV17_PS_2440";"48";"67";"10";"145"
"HRV17_PS_2440";"49";"67";"11";"139"
"HRV17_PS_2440";"50";"67";"22";"139"
"HRV17_PS_2440";"51";"67";"22";"139"
"HRV17_PS_2440";"52";"67";"22";"139"
"HRV17_PS_2440";"53";"67";"22";"139"
"HRV17_PS_2440";"54";"67";"22";"139"
"HRV17_PS_2440";"55";"67";"22";"139"
"HRV17_PS_2440";"56";"67";"22";"139"
"HRV17_PS_2440";"57";"67";"22";"139"
"HRV17_PS_2440";"58";"67";"22";"139"
"HRV17_PS_2440";"59";"67";"22";"139"
"HRV17_PS_2440";"60";"67";"11";"139"
"HRV17_PS_2440";"61";"67";"10";"151"
"HRV17_PS_2440";"62";"67";"19";"151"
"HRV17_PS_2440";"63";"67";"19";"151"
"HRV17_PS_2440";"64";"67";"19";"151"
"HRV17_PS_2440";"65";"67";"19";"151"
"HRV17_PS_2440";"66";"67";"19";"151"
"HRV17_PS_2440";"67";"67";"19";"151"
"HRV17_PS_2440";"68";"67";"19";"151"
"HRV17_PS_2440";"69";"67";"19";"151"
"HRV17_PS_2440";"70";"67";"19";"151"
"HRV17_PS_2440";"71";"67";"19";"151"
"HRV17_PS_2440";"72";"67";"10";"151"
"HRV17_PS_2440";"73";"69";"7";"151"
"HRV17_PS_2440";"74";"69";"15";"151"
"HRV17_PS_2440";"75";"69";"15";"151"
"HRV17_PS_2440";"76";"69";"15";"151"
"HRV17_PS_2440";"77";"69";"15";"151"
"HRV17_PS_2440";"78";"69";"15";"151"
"HRV17_PS_2440";"79";"69";"15";"151"
"HRV17_PS_2440";"80";"69";"15";"151"
"HRV17_PS_2440";"81";"69";"15";"151"
"HRV17_PS_2440";"82";"69";"15";"151"
"HRV17_PS_2440";"83";"69";"15";"151"
"HRV17_PS_2440";"84";"69";"7";"151"
"SVN17_PS_1218";"0";"4";"8";"10"
"SVN17_PS_1218";"1";"4";"8";"10"
"SVN17_PS_1218";"2";"4";"8";"10"
"SVN17_PS_1218";"3";"4";"8";"10"
"SVN17_PS_1218";"4";"4";"8";"10"
"SVN17_PS_1218";"5";"4";"8";"10"
"SVN17_PS_1218";"6";"4";"8";"10"
"SVN17_PS_1218";"7";"4";"8";"10"
"SVN17_PS_1218";"8";"4";"8";"10"
"SVN17_PS_1218";"9";"4";"8";"10"
"SVN17_PS_1218";"10";"4";"8";"10"
"SVN17_PS_1218";"11";"4";"8";"10"
"SVN17_PS_1218";"12";"4";"8";"10"
"SVN17_PS_1218";"13";"5";"9";"10"
"SVN17_PS_1218";"14";"5";"9";"10"
"SVN17_PS_1218";"15";"5";"9";"10"
"SVN17_PS_1218";"16";"5";"9";"10"
"SVN17_PS_1218";"17";"5";"9";"10"
"SVN17_PS_1218";"18";"5";"9";"10"
"SVN17_PS_1218";"19";"5";"9";"10"
"SVN17_PS_1218";"20";"5";"9";"10"
"SVN17_PS_1218";"21";"5";"9";"10"
"SVN17_PS_1218";"22";"5";"9";"10"
"SVN17_PS_1218";"23";"5";"9";"10"
"SVN17_PS_1218";"24";"5";"9";"10"
"SVN17_PS_1218";"25";"4";"10";"12"
"SVN17_PS_1218";"26";"4";"10";"12"
"SVN17_PS_1218";"27";"4";"10";"12"
"SVN17_PS_1218";"28";"4";"10";"12"
"SVN17_PS_1218";"29";"4";"10";"12"
"SVN17_PS_1218";"30";"4";"10";"12"
"SVN17_PS_1218";"31";"4";"10";"12"
"SVN17_PS_1218";"32";"4";"10";"12"
"SVN17_PS_1218";"33";"4";"10";"12"
"SVN17_PS_1218";"34";"4";"10";"12"
"SVN17_PS_1218";"35";"4";"10";"12"
"SVN17_PS_1218";"36";"4";"10";"12"
"SVN17_PS_1218";"37";"4";"9";"12"
"SVN17_PS_1218";"38";"4";"9";"12"
"SVN17_PS_1218";"39";"4";"9";"12"
"SVN17_PS_1218";"40";"4";"9";"12"
"SVN17_PS_1218";"41";"4";"9";"12"
"SVN17_PS_1218";"42";"4";"9";"12"
"SVN17_PS_1218";"43";"4";"9";"12"
"SVN17_PS_1218";"44";"4";"9";"12"
"SVN17_PS_1218";"45";"4";"9";"12"
"SVN17_PS_1218";"46";"4";"9";"12"
"SVN17_PS_1218";"47";"4";"9";"12"
"SVN17_PS_1218";"48";"4";"9";"12"
"SVN17_PS_1218";"49";"4";"6";"12"
"SVN17_PS_1218";"50";"4";"6";"12"
"SVN17_PS_1218";"51";"4";"6";"12"
"SVN17_PS_1218";"52";"4";"6";"12"
"SVN17_PS_1218";"53";"4";"6";"12"
"SVN17_PS_1218";"54";"4";"6";"12"
"SVN17_PS_1218";"55";"4";"6";"12"
"SVN17_PS_1218";"56";"4";"6";"12"
"SVN17_PS_1218";"57";"4";"6";"12"
"SVN17_PS_1218";"58";"4";"6";"12"
"SVN17_PS_1218";"59";"4";"6";"12"
"SVN17_PS_1218";"60";"4";"6";"12"
"SVN17_PS_1218";"61";"4";"7";"10"
"SVN17_PS_1218";"62";"4";"7";"10"
"SVN17_PS_1218";"63";"4";"7";"10"
"SVN17_PS_1218";"64";"4";"7";"10"
"SVN17_PS_1218";"65";"4";"7";"10"
"SVN17_PS_1218";"66";"4";"7";"10"
"SVN17_PS_1218";"67";"4";"7";"10"
"SVN17_PS_1218";"68";"4";"7";"10"
"SVN17_PS_1218";"69";"4";"7";"10"
"SVN17_PS_1218";"70";"4";"7";"10"
"SVN17_PS_1218";"71";"4";"7";"10"
"SVN17_PS_1218";"72";"4";"7";"10"
"SVN17_PS_1218";"73";"4";"7";"10"
"SVN17_PS_1218";"74";"4";"7";"10"
"SVN17_PS_1218";"75";"4";"7";"10"
"SVN17_PS_1218";"76";"4";"7";"10"
"SVN17_PS_1218";"77";"4";"7";"10"
"SVN17_PS_1218";"78";"4";"7";"10"
"SVN17_PS_1218";"79";"4";"7";"10"
"SVN17_PS_1218";"80";"4";"7";"10"
"SVN17_PS_1218";"81";"4";"7";"10"
"SVN17_PS_1218";"82";"4";"7";"10"
"SVN17_PS_1218";"83";"4";"7";"10"
"SVN17_PS_1218";"84";"4";"7";"10"
"ITA18_TM_VL_2440";"0";"34";"10.4";"83.5"
"ITA18_TM_VL_2440";"1";"34";"10.4";"83.5"
"ITA18_TM_VL_2440";"2";"34";"12.6";"83.5"
"ITA18_TM_VL_2440";"3";"34";"13";"83.5"
"ITA18_TM_VL_2440";"4";"34";"15";"83.5"
"ITA18_TM_VL_2440";"5";"34";"14";"83.5"
"ITA18_TM_VL_2440";"6";"34";"8";"83.5"
"ITA18_TM_VL_2440";"7";"34";"13.6";"83.5"
"ITA18_TM_VL_2440";"8";"34";"0";"83.5"
"ITA18_TM_VL_2440";"9";"34";"12.4";"83.5"
"ITA18_TM_VL_2440";"10";"34";"17";"83.5"
"ITA18_TM_VL_2440";"11";"34";"16";"83.5"
"ITA18_TM_VL_2440";"12";"34";"10.2";"83.5"
"ITA18_TM_VL_2440";"13";"34";"11.4";"83.5"
"ITA18_TM_VL_2440";"14";"34";"11.2";"83.5"
"ITA18_TM_VL_2440";"15";"34";"13.2";"83.5"
"ITA18_TM_VL_2440";"16";"34";"11";"83.5"
"ITA18_TM_VL_2440";"17";"34";"11.8";"83.5"
"ITA18_TM_VL_2440";"18";"34";"15";"83.5"
"ITA18_TM_VL_2440";"19";"34";"13.2";"83.5"
"ITA18_TM_VL_2440";"20";"34";"1";"83.5"
"ITA18_TM_VL_2440";"21";"34";"13.8";"83.5"
"ITA18_TM_VL_2440";"22";"34";"14.8";"83.5"
"ITA18_TM_VL_2440";"23";"34";"11.2";"83.5"
"ITA18_TM_VL_2440";"24";"34";"9";"83.5"
"ITA18_TM_VL_2440";"25";"34";"9.4";"83.5"
"ITA18_TM_VL_2440";"26";"34";"11.6";"83.5"
"ITA18_TM_VL_2440";"27";"34";"12.6";"83.5"
"ITA18_TM_VL_2440";"28";"34";"10.6";"83.5"
"ITA18_TM_VL_2440";"29";"34";"6.2";"83.5"
"ITA18_TM_VL_2440";"30";"34";"15";"83.5"
"ITA18_TM_VL_2440";"31";"34";"9.6";"83.5"
"ITA18_TM_VL_2440";"32";"34";"0";"83.5"
"ITA18_TM_VL_2440";"33";"34";"15.4";"83.5"
"ITA18_TM_VL_2440";"34";"34";"15.8";"83.5"
"ITA18_TM_VL_2440";"35";"34";"18.4";"83.5"
"ITA18_TM_VL_2440";"36";"34";"20.2";"83.5"
"ITA18_TM_VL_2440";"37";"31.2";"13.7";"81.9"
"ITA18_TM_VL_2440";"38";"31.2";"14.9";"81.9"
"ITA18_TM_VL_2440";"39";"31.2";"15.7";"81.9"
"ITA18_TM_VL_2440";"40";"31.2";"15.9";"81.9"
"ITA18_TM_VL_2440";"41";"31.2";"21.8";"81.9"
"ITA18_TM_VL_2440";"42";"31.2";"20.5";"81.9"
"ITA18_TM_VL_2440";"43";"31.2";"10.9";"81.9"
"ITA18_TM_VL_2440";"44";"31.2";"0";"81.9"
"ITA18_TM_VL_2440";"45";"31.2";"0";"81.9"
"ITA18_TM_VL_2440";"46";"31.2";"12.3";"81.9"
"ITA18_TM_VL_2440";"47";"31.2";"14";"81.9"
"ITA18_TM_VL_2440";"48";"31.2";"12.3";"81.9"
"ITA18_TM_VL_2440";"49";"27.3";"8.7";"82.4"
"ITA18_TM_VL_2440";"50";"27.3";"5.7";"82.4"
"ITA18_TM_VL_2440";"51";"27.3";"13.1";"82.4"
"ITA18_TM_VL_2440";"52";"27.3";"14.9";"82.4"
"ITA18_TM_VL_2440";"53";"27.3";"15.1";"82.4"
"ITA18_TM_VL_2440";"54";"27.3";"18.8";"82.4"
"ITA18_TM_VL_2440";"55";"27.3";"13.4";"82.4"
"ITA18_TM_VL_2440";"56";"27.3";"1.5";"82.4"
"ITA18_TM_VL_2440";"57";"27.3";"3.7";"82.4"
"ITA18_TM_VL_2440";"58";"27.3";"11.6";"82.4"
"ITA18_TM_VL_2440";"59";"27.3";"13.6";"82.4"
"ITA18_TM_VL_2440";"60";"27.3";"12.6";"82.4"
"ITA18_TM_VL_2440";"61";"27";"12";"83"
"ITA18_TM_VL_2440";"62";"27";"11";"83"
"ITA18_TM_VL_2440";"63";"27";"12.7";"83"
"ITA18_TM_VL_2440";"64";"27";"14";"83"
"ITA18_TM_VL_2440";"65";"27";"10.7";"83"
"ITA18_TM_VL_2440";"66";"27";"12.5";"83"
"ITA18_TM_VL_2440";"67";"27";"8";"83"
"ITA18_TM_VL_2440";"68";"27";"0";"83"
"ITA18_TM_VL_2440";"69";"27";"6.7";"83"
"ITA18_TM_VL_2440";"70";"27";"11.7";"83"
"ITA18_TM_VL_2440";"71";"27";"8";"83"
"ITA18_TM_VL_2440";"72";"27";"5";"83"
"ITA18_TM_VL_2440";"73";"27";"9.599999999";"82.48"
"ITA18_TM_VL_2440";"74";"27";"9.799999999";"82.48"
"ITA18_TM_VL_2440";"75";"27";"9.799999999";"82.48"
"ITA18_TM_VL_2440";"76";"27";"15";"82.48"
"ITA18_TM_VL_2440";"77";"27";"15.6";"82.48"
"ITA18_TM_VL_2440";"78";"27";"12.2";"82.48"
"ITA18_TM_VL_2440";"79";"27";"16";"82.48"
"ITA18_TM_VL_2440";"80";"27";"0.8";"82.48"
"ITA18_TM_VL_2440";"81";"27";"2";"82.48"
"ITA18_TM_VL_2440";"82";"27";"12.8";"82.48"
"ITA18_TM_VL_2440";"83";"27";"10.4";"82.48"
"ITA18_TM_VL_2440";"84";"27";"10.4";"82.48"
"ITA18_PS_VL_2440";"0";"5.3";"3.7";"102"
"ITA18_PS_VL_2440";"1";"5.3";"3.7";"102"
"ITA18_PS_VL_2440";"2";"5.3";"6";"102"
"ITA18_PS_VL_2440";"3";"5.3";"5.3";"102"
"ITA18_PS_VL_2440";"4";"5.3";"10";"102"
"ITA18_PS_VL_2440";"5";"5.3";"14.3";"102"
"ITA18_PS_VL_2440";"6";"5.3";"7.7";"102"
"ITA18_PS_VL_2440";"7";"5.3";"16";"102"
"ITA18_PS_VL_2440";"8";"5.3";"23.3";"102"
"ITA18_PS_VL_2440";"9";"5.3";"12.3";"102"
"ITA18_PS_VL_2440";"10";"5.3";"20";"102"
"ITA18_PS_VL_2440";"11";"5.3";"8";"102"
"ITA18_PS_VL_2440";"12";"5.3";"2.7";"102"
"ITA18_PS_VL_2440";"13";"5.3";"0.7";"102"
"ITA18_PS_VL_2440";"14";"5.3";"2.7";"102"
"ITA18_PS_VL_2440";"15";"5.3";"10";"102"
"ITA18_PS_VL_2440";"16";"5.3";"4.7";"102"
"ITA18_PS_VL_2440";"17";"5.3";"15.3";"102"
"ITA18_PS_VL_2440";"18";"5.3";"14";"102"
"ITA18_PS_VL_2440";"19";"5.3";"24.7";"102"
"ITA18_PS_VL_2440";"20";"5.3";"20.3";"102"
"ITA18_PS_VL_2440";"21";"5.3";"16.3";"102"
"ITA18_PS_VL_2440";"22";"5.3";"9.3";"102"
"ITA18_PS_VL_2440";"23";"5.3";"2.3";"102"
"ITA18_PS_VL_2440";"24";"5.3";"3";"102"
"ITA18_PS_VL_2440";"25";"5.3";"3.1";"102"
"ITA18_PS_VL_2440";"26";"5.3";"3.1";"102"
"ITA18_PS_VL_2440";"27";"5.3";"0.9";"102"
"ITA18_PS_VL_2440";"28";"5.3";"10.2";"102"
"ITA18_PS_VL_2440";"29";"5.3";"10.7";"102"
"ITA18_PS_VL_2440";"30";"5.3";"18.7";"102"
"ITA18_PS_VL_2440";"31";"5.3";"21.8";"102"
"ITA18_PS_VL_2440";"32";"5.3";"19.1";"102"
"ITA18_PS_VL_2440";"33";"5.3";"13.3";"102"
"ITA18_PS_VL_2440";"34";"5.3";"4.9";"102"
"ITA18_PS_VL_2440";"35";"5.3";"1.3";"102"
"ITA18_PS_VL_2440";"36";"5.3";"1.8";"102"
"ITA18_PS_VL_2440";"37";"4.2";"14.5";"109.3"
"ITA18_PS_VL_2440";"38";"4.2";"13.9";"109.3"
"ITA18_PS_VL_2440";"39";"4.2";"4.5";"109.3"
"ITA18_PS_VL_2440";"40";"4.2";"19";"109.3"
"ITA18_PS_VL_2440";"41";"4.2";"17.8";"109.3"
"ITA18_PS_VL_2440";"42";"4.2";"22.9";"109.3"
"ITA18_PS_VL_2440";"43";"4.2";"14.2";"109.3"
"ITA18_PS_VL_2440";"44";"4.2";"13.3";"109.3"
"ITA18_PS_VL_2440";"45";"4.2";"10.3";"109.3"
"ITA18_PS_VL_2440";"46";"4.2";"4.6";"109.3"
"ITA18_PS_VL_2440";"47";"4.2";"1";"109.3"
"ITA18_PS_VL_2440";"48";"4.2";"2.3";"109.3"
"ITA18_PS_VL_2440";"49";"4.5";"8.4";"116.7"
"ITA18_PS_VL_2440";"50";"4.5";"0.9";"116.7"
"ITA18_PS_VL_2440";"51";"4.5";"0.9";"116.7"
"ITA18_PS_VL_2440";"52";"4.5";"10.7";"116.7"
"ITA18_PS_VL_2440";"53";"4.5";"16.9";"116.7"
"ITA18_PS_VL_2440";"54";"4.5";"17.3";"116.7"
"ITA18_PS_VL_2440";"55";"4.5";"19.1";"116.7"
"ITA18_PS_VL_2440";"56";"4.5";"17.3";"116.7"
"ITA18_PS_VL_2440";"57";"4.5";"13.3";"116.7"
"ITA18_PS_VL_2440";"58";"4.5";"5.3";"116.7"
"ITA18_PS_VL_2440";"59";"4.5";"1.3";"116.7"
"ITA18_PS_VL_2440";"60";"4.5";"3.1";"116.7"
"ITA18_PS_VL_2440";"61";"4.5";"7.1";"116.7"
"ITA18_PS_VL_2440";"62";"4.5";"0";"116.7"
"ITA18_PS_VL_2440";"63";"4.5";"0";"116.7"
"ITA18_PS_VL_2440";"64";"4.5";"10.7";"116.7"
"ITA18_PS_VL_2440";"65";"4.5";"12.4";"116.7"
"ITA18_PS_VL_2440";"66";"4.5";"26.7";"116.7"
"ITA18_PS_VL_2440";"67";"4.5";"18.2";"116.7"
"ITA18_PS_VL_2440";"68";"4.5";"12.9";"116.7"
"ITA18_PS_VL_2440";"69";"4.5";"10.7";"116.7"
"ITA18_PS_VL_2440";"70";"4.5";"17.3";"116.7"
"ITA18_PS_VL_2440";"71";"4.5";"8.4";"116.7"
"ITA18_PS_VL_2440";"72";"4.5";"7.1";"116.7"
"ITA18_PS_VL_2440";"73";"4.5";"13.33333333";"113.4"
"ITA18_PS_VL_2440";"74";"4.5";"17.33333333";"113.4"
"ITA18_PS_VL_2440";"75";"4.5";"13.66666667";"113.4"
"ITA18_PS_VL_2440";"76";"4.5";"19";"113.4"
"ITA18_PS_VL_2440";"77";"4.5";"21";"113.4"
"ITA18_PS_VL_2440";"78";"4.5";"16";"113.4"
"ITA18_PS_VL_2440";"79";"4.5";"18.33333333";"113.4"
"ITA18_PS_VL_2440";"80";"4.5";"1.666666667";"113.4"
"ITA18_PS_VL_2440";"81";"4.5";"1.666666667";"113.4"
"ITA18_PS_VL_2440";"82";"4.5";"12.33333333";"113.4"
"ITA18_PS_VL_2440";"83";"4.5";"12";"113.4"
"ITA18_PS_VL_2440";"84";"4.5";"10.66666667";"113.4"
"MNE18_PS_VL0012";"0";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"1";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"2";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"3";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"4";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"5";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"6";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"7";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"8";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"9";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"10";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"11";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"12";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"13";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"14";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"15";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"16";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"17";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"18";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"19";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"20";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"21";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"22";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"23";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"24";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"25";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"26";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"27";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"28";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"29";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"30";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"31";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"32";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"33";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"34";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"35";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"36";"12";"6.927083333";"2.917"
"MNE18_PS_VL0012";"37";"12";"6.708333333";"2.917"
"MNE18_PS_VL0012";"38";"12";"6.708333333";"2.917"
"MNE18_PS_VL0012";"39";"12";"6.708333333";"2.917"
"MNE18_PS_VL0012";"40";"12";"6.708333333";"2.917"
"MNE18_PS_VL0012";"41";"12";"6.708333333";"2.917"
"MNE18_PS_VL0012";"42";"12";"6.708333333";"2.917"
"MNE18_PS_VL0012";"43";"12";"6.708333333";"2.917"
"MNE18_PS_VL0012";"44";"12";"6.708333333";"2.917"
"MNE18_PS_VL0012";"45";"12";"6.708333333";"2.917"
"MNE18_PS_VL0012";"46";"12";"6.708333333";"2.917"
"MNE18_PS_VL0012";"47";"12";"6.708333333";"2.917"
"MNE18_PS_VL0012";"48";"12";"6.708333333";"2.917"
"MNE18_PS_VL0012";"49";"12";"7.145833333";"2.917"
"MNE18_PS_VL0012";"50";"12";"7.145833333";"2.917"
"MNE18_PS_VL0012";"51";"12";"7.145833333";"2.917"
"MNE18_PS_VL0012";"52";"12";"7.145833333";"2.917"
"MNE18_PS_VL0012";"53";"12";"7.145833333";"2.917"
"MNE18_PS_VL0012";"54";"12";"7.145833333";"2.917"
"MNE18_PS_VL0012";"55";"12";"7.145833333";"2.917"
"MNE18_PS_VL0012";"56";"12";"7.145833333";"2.917"
"MNE18_PS_VL0012";"57";"12";"7.145833333";"2.917"
"MNE18_PS_VL0012";"58";"12";"7.145833333";"2.917"
"MNE18_PS_VL0012";"59";"12";"7.145833333";"2.917"
"MNE18_PS_VL0012";"60";"12";"7.145833333";"2.917"
"MNE18_PS_VL0012";"61";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"62";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"63";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"64";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"65";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"66";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"67";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"68";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"69";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"70";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"71";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"72";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"73";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"74";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"75";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"76";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"77";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"78";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"79";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"80";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"81";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"82";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"83";"13";"7.647435897";"2.846"
"MNE18_PS_VL0012";"84";"13";"7.647435897";"2.846"
"ALB18_PS_VL1218";"0";"3";"3.020833333";"34.25"
"ALB18_PS_VL1218";"1";"3";"3.020833333";"34.25"
"ALB18_PS_VL1218";"2";"3";"3.020833333";"34.25"
"ALB18_PS_VL1218";"3";"3";"3.020833333";"34.25"
"ALB18_PS_VL1218";"4";"3";"3.020833333";"34.25"
"ALB18_PS_VL1218";"5";"3";"3.020833333";"34.25"
"ALB18_PS_VL1218";"6";"3";"3.020833333";"34.25"
"ALB18_PS_VL1218";"7";"3";"3.020833333";"34.25"
"ALB18_PS_VL1218";"8";"3";"3.020833333";"34.25"
"ALB18_PS_VL1218";"9";"3";"3.020833333";"34.25"
