"year";"month";"DISCARD";"fleet_segment"
"2009";"Jul";"1832.82";"HRV_DTS_1840"
"2009";"Aug";"1832.82";"HRV_DTS_1840"
"2009";"Sep";"1832.82";"HRV_DTS_1840"
"2009";"Oct";"1832.82";"HRV_DTS_1840"
"2009";"Nov";"1832.82";"HRV_DTS_1840"
"2009";"Dec";"1832.82";"HRV_DTS_1840"
"2010";"Jan";"1081.66";"HRV_DTS_1840"
"2010";"Feb";"1081.66";"HRV_DTS_1840"
"2010";"Mar";"1081.66";"HRV_DTS_1840"
"2010";"Apr";"1081.66";"HRV_DTS_1840"
"2010";"May";"1081.66";"HRV_DTS_1840"
"2010";"Jun";"1081.66";"HRV_DTS_1840"
"2010";"Jul";"1081.66";"HRV_DTS_1840"
"2010";"Aug";"1081.66";"HRV_DTS_1840"
"2010";"Sep";"1081.66";"HRV_DTS_1840"
"2010";"Oct";"1081.66";"HRV_DTS_1840"
"2010";"Nov";"1081.66";"HRV_DTS_1840"
"2010";"Dec";"1081.66";"HRV_DTS_1840"
"2011";"Jan";"3214.95";"HRV_DTS_1840"
"2011";"Feb";"3214.95";"HRV_DTS_1840"
"2011";"Mar";"3214.95";"HRV_DTS_1840"
"2011";"Apr";"3214.95";"HRV_DTS_1840"
"2011";"May";"3214.95";"HRV_DTS_1840"
"2011";"Jun";"3214.95";"HRV_DTS_1840"
"2011";"Jul";"3214.95";"HRV_DTS_1840"
"2011";"Aug";"3214.95";"HRV_DTS_1840"
"2011";"Sep";"3214.95";"HRV_DTS_1840"
"2011";"Oct";"3214.95";"HRV_DTS_1840"
"2011";"Nov";"3214.95";"HRV_DTS_1840"
"2011";"Dec";"3214.95";"HRV_DTS_1840"
"2012";"Jan";"8903.72";"HRV_DTS_1840"
"2012";"Feb";"8903.72";"HRV_DTS_1840"
"2012";"Mar";"8903.72";"HRV_DTS_1840"
"2012";"Apr";"8903.72";"HRV_DTS_1840"
"2012";"May";"8903.72";"HRV_DTS_1840"
"2012";"Jun";"8903.72";"HRV_DTS_1840"
"2012";"Jul";"8903.72";"HRV_DTS_1840"
"2012";"Aug";"8903.72";"HRV_DTS_1840"
"2012";"Sep";"8903.72";"HRV_DTS_1840"
"2012";"Oct";"8903.72";"HRV_DTS_1840"
"2012";"Nov";"8903.72";"HRV_DTS_1840"
"2012";"Dec";"8903.72";"HRV_DTS_1840"
"2013";"Jan";"7150.5";"HRV_DTS_1840"
"2013";"Feb";"7150.5";"HRV_DTS_1840"
"2013";"Mar";"7150.5";"HRV_DTS_1840"
"2013";"Apr";"7150.5";"HRV_DTS_1840"
"2013";"May";"7150.5";"HRV_DTS_1840"
"2013";"Jun";"7150.5";"HRV_DTS_1840"
"2013";"Jul";"7150.5";"HRV_DTS_1840"
"2013";"Aug";"7150.5";"HRV_DTS_1840"
"2013";"Sep";"7150.5";"HRV_DTS_1840"
"2013";"Oct";"7150.5";"HRV_DTS_1840"
"2013";"Nov";"7150.5";"HRV_DTS_1840"
"2013";"Dec";"7150.5";"HRV_DTS_1840"
"2014";"Jan";"7150.5";"HRV_DTS_1840"
"2014";"Feb";"7150.5";"HRV_DTS_1840"
"2014";"Mar";"7150.5";"HRV_DTS_1840"
"2014";"Apr";"7150.5";"HRV_DTS_1840"
"2014";"May";"7150.5";"HRV_DTS_1840"
"2014";"Jun";"7150.5";"HRV_DTS_1840"
"2014";"Jul";"7150.5";"HRV_DTS_1840"
"2014";"Aug";"7150.5";"HRV_DTS_1840"
"2014";"Sep";"7150.5";"HRV_DTS_1840"
"2014";"Oct";"7150.5";"HRV_DTS_1840"
"2014";"Nov";"7150.5";"HRV_DTS_1840"
"2014";"Dec";"7150.5";"HRV_DTS_1840"
