"LANDING at age (thousands); HKE GSA 18"					
1   2                  					
2007   2014                  					
0   5                 					
1					
46478	28125	684	113	100	59
25787	34709	689	271	105	24
27733	30410	912	161	71	56
29045	26889	1039	256	105	58
21733	27651	1033	195	66	91
42778	16445	680	228	34	47
18883	20954	539	65	30	14
27376	11874	438	52	39	43




