"Mean weight at age in catch (landings)(kg); DPS in the GSA 18"			
1   3               			
2007  2014               			
0	3		
1			
0.005	0.01	0.02	0.027
0.005	0.01	0.02	0.027
0.0055	0.01	0.02	0.0275
0.005	0.0095	0.0175	0.023643273
0.006	0.0105	0.02	0.027695795
0.006	0.011	0.02	0.025385999
0.0035	0.0105	0.02	0.027
0.005	0.011	0.020	0.027
