year;month;DISCARD;fleet_segment
2009;Dec;4754.484608;DTS_VL1218
2010;Jan;3507.667443;DTS_VL1218
2010;Feb;3507.667443;DTS_VL1218
2010;Mar;3507.667443;DTS_VL1218
2010;Apr;3507.667443;DTS_VL1218
2010;May;3507.667443;DTS_VL1218
2010;Jun;3507.667443;DTS_VL1218
2010;Jul;3507.667443;DTS_VL1218
2010;Aug;3507.667443;DTS_VL1218
2010;Set;3507.667443;DTS_VL1218
2010;Oct;3507.667443;DTS_VL1218
2010;Nov;3507.667443;DTS_VL1218
2010;Dec;3507.667443;DTS_VL1218
2011;Jan;3105.353993;DTS_VL1218
2011;Feb;3105.353993;DTS_VL1218
2011;Mar;3105.353993;DTS_VL1218
2011;Apr;3105.353993;DTS_VL1218
2011;May;3105.353993;DTS_VL1218
2011;Jun;3105.353993;DTS_VL1218
2011;Jul;3105.353993;DTS_VL1218
2011;Aug;3105.353993;DTS_VL1218
2011;Set;3105.353993;DTS_VL1218
2011;Oct;3105.353993;DTS_VL1218
2011;Nov;3105.353993;DTS_VL1218
2011;Dec;3105.353993;DTS_VL1218
2012;Jan;6856.301443;DTS_VL1218
2012;Feb;6856.301443;DTS_VL1218
2012;Mar;6856.301443;DTS_VL1218
2012;Apr;6856.301443;DTS_VL1218
2012;May;6856.301443;DTS_VL1218
2012;Jun;6856.301443;DTS_VL1218
2012;Jul;6856.301443;DTS_VL1218
2012;Aug;6856.301443;DTS_VL1218
2012;Set;6856.301443;DTS_VL1218
2012;Oct;6856.301443;DTS_VL1218
2012;Nov;6856.301443;DTS_VL1218
2012;Dec;6856.301443;DTS_VL1218
2013;Jan;923.7207727;DTS_VL1218
2013;Feb;923.7207727;DTS_VL1218
2013;Mar;923.7207727;DTS_VL1218
2013;Apr;923.7207727;DTS_VL1218
2013;May;923.7207727;DTS_VL1218
2013;Jun;923.7207727;DTS_VL1218
2013;Jul;923.7207727;DTS_VL1218
2013;Aug;923.7207727;DTS_VL1218
2013;Set;923.7207727;DTS_VL1218
2013;Oct;923.7207727;DTS_VL1218
2013;Nov;923.7207727;DTS_VL1218
2013;Dec;923.7207727;DTS_VL1218
2014;Jan;492.1673215;DTS_VL1218
2014;Feb;492.1673215;DTS_VL1218
2014;Mar;492.1673215;DTS_VL1218
2014;Apr;492.1673215;DTS_VL1218
2014;May;492.1673215;DTS_VL1218
2014;Jun;492.1673215;DTS_VL1218
2014;Jul;492.1673215;DTS_VL1218
2014;Aug;492.1673215;DTS_VL1218
2014;Set;492.1673215;DTS_VL1218
2014;Oct;492.1673215;DTS_VL1218
2014;Nov;492.1673215;DTS_VL1218
2014;Dec;492.1673215;DTS_VL1218
2015;Jan;2757.396512;DTS_VL1218
2015;Feb;2757.396512;DTS_VL1218
2015;Mar;2757.396512;DTS_VL1218
2015;Apr;2757.396512;DTS_VL1218
2015;May;2757.396512;DTS_VL1218
2015;Jun;2757.396512;DTS_VL1218
2015;Jul;2757.396512;DTS_VL1218
2015;Aug;2757.396512;DTS_VL1218
2015;Set;2757.396512;DTS_VL1218
2015;Oct;2757.396512;DTS_VL1218
2015;Nov;2757.396512;DTS_VL1218
2015;Dec;2757.396512;DTS_VL1218
2016;Jan;1166.666667;DTS_VL1218
2016;Feb;1166.666667;DTS_VL1218
2016;Mar;1166.666667;DTS_VL1218
2016;Apr;1166.666667;DTS_VL1218
2016;May;1166.666667;DTS_VL1218
2016;Jun;1166.666667;DTS_VL1218
2016;Jul;1166.666667;DTS_VL1218
2016;Aug;1166.666667;DTS_VL1218
2016;Set;1166.666667;DTS_VL1218
2016;Oct;1166.666667;DTS_VL1218
2016;Nov;1166.666667;DTS_VL1218
2016;Dec;1166.666667;DTS_VL1218
2017;Jan;1166.666667;DTS_VL1218
2017;Feb;1166.666667;DTS_VL1218
2017;Mar;1166.666667;DTS_VL1218
2017;Apr;1166.666667;DTS_VL1218
2017;May;1166.666667;DTS_VL1218
2017;Jun;1166.666667;DTS_VL1218
2017;Jul;1166.666667;DTS_VL1218
2017;Aug;1166.666667;DTS_VL1218
2017;Set;1166.666667;DTS_VL1218
2017;Oct;1166.666667;DTS_VL1218
2017;Nov;1166.666667;DTS_VL1218
2017;Dec;1166.666667;DTS_VL1218
2018;Jan;1166.666667;DTS_VL1218
2018;Feb;1166.666667;DTS_VL1218
2018;Mar;1166.666667;DTS_VL1218
