FS;country code;country name;year;quarter;vessel length;fishing technique;gear type;target assemblage;mesh size range;metier;supra-region;sub-region;EEZ indicator;geo indicator;Nephrops sub-region;specon tech;deep;species;total live weight landed (tonnes);total value of landings (euro);total discards (tonnes);confidential
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ALB;15.895;61481.13;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ALB;0.054;216;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ALB;9.626;54197.45;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;AMB;0.032;192.6;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ANE;0.096;256.03;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BFT;0.66;8910.63;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BFT;11.801;99486.57;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BFT;13.224;136691.51;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BFT;6.938;81502.09;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLT;0.022;61.15;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLU;0.009;30.08;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLU;0.001;2.83;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BON;2.76;11156.15;0;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BON;0.03;94.71;0;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BON;0.01;56.36;0;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BSH;0.89;1166.97;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BSH;0.725;1077.29;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BSH;0.118;147.5;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BSH;2.605;3164.83;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CBC;0.274;1175.5;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CBC;0.079;213.8;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CBM;0.018;54.38;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CEO;0.405;2181.57;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CEO;0.116;454.11;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;COE;0.009;21.28;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;COE;0.045;90.15;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;DEC;0.004;88.18;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;DGZ;0.007;3.32;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;DGZ;0.008;4.88;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;DGZ;0.017;82.07;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;DGZ;0.093;84.1;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;DOL;0.52;2698.83;0;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;DOL;1.92;13028.23;0;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;DOL;0.02;67.42;0;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;FIN;0.162;379.43;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;FIN;0.191;359.47;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;FIN;0.442;900.84;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;FIN;0.047;142;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;FNT;0.005;5.01;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;GAG;0.013;31.37;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;GAR;0.074;157.11;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;GAR;0.025;59.3;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;GPD;0.002;19;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;GUX;0.078;847.18;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;HKE;0.012;141.7;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;LEE;0.032;145.27;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;LEE;0.225;509.44;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;LTA;1.71;4220.17;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;LTA;0.075;186.31;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;LTA;20.449;61532.8;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;LTA;1.806;2681.6;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;MNZ;0.014;54.6;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;MOF;0.198;1005.15;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;MOL;0.198;1005.15;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;MYL;0.029;22.67;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;OCC;0.026;103.32;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;PAX;0.007;151.08;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;POA;0.046;320.04;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;POA;0.052;377.51;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;POA;3.622;14160.39;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;POA;3.766;12399.79;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;POR;0.019;19;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;RAJ;0.034;17.22;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;RIB;0.116;930.99;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SCS;0.002;37.05;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SHO;0.026;26.2;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SKJ;3.754;3851.59;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SKJ;1.405;2313.2;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SKX;11.238;13729.24;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SKX;4.785;3067.32;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SKX;3.534;2535.46;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SKX;3.141;3863.52;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SMD;0.218;189.73;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SMD;0.104;159.92;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SMD;0.253;435.33;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SMD;0.419;783.14;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SRG;0;3.64;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SWO;39.818;306606.2;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SWO;71.441;415784.9;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SWO;270.074;1455692.89;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SWO;27.188;224624.07;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SYC;0.148;590;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WEG;0.003;16.27;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WRF;0.16;2125.18;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WRF;0.003;51.01;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;YRS;0.005;12;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLD;LPF;NA;LLD_LPF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;YRS;0.023;11.96;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ALB;0.166;979.64;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ALB;0.267;1035.77;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ALB;0.293;616.44;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ALB;2.305;12977.83;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;AMB;0.155;2383.94;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;AMB;2.022;19426.32;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;AMB;0.354;5185.43;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;AMB;0.51;7337.37;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ANK;2.19;19028.344;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ANK;1.47;16749.597;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ANK;1.4;11280.446;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ANK;0.79;6828.221;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BAS;0.055;170.34;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BAS;0.031;125.21;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BAS;0.069;248.44;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BAS;0.051;195.17;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BFT;0.595;6316.36;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BGR;0.016;9.51;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BGR;0.02;21.32;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BGR;0.04;48;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BGR;0.01;7.15;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLI;0.015;50.09;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLI;0.015;57.64;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLI;0.046;195.35;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLI;0.014;63.77;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLL;0.022;537.2;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLL;0.074;1612.37;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLL;0.065;1624.41;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLL;0.036;940.64;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLT;0.488;1240.37;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLT;0.286;750.52;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLT;1.217;4018.25;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLT;0.056;144.08;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLU;0.152;572.11;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLU;1.262;4697.11;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLU;3.301;13435.67;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLU;9.507;39492.93;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOG;0.02;17.63;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOG;0.05;51.07;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOG;0;4.23;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOG;0.21;136.95;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BON;0.68;2924.43;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BON;0.42;2366.64;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BON;0.29;1909.9;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BON;0.48;2879.15;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOY;0.002;28.16;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOY;0.002;25.21;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;2;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BRB;0.201;1463.54;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;4;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BRB;0.216;1222.05;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;1;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BRB;0.29;1818.85;NK;N
ESP_HOK_VL0624;ESP;Spain;2015;3;NK;HOK;LLS;FIF;NA;LLS_DEF_0_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BRB;0.171;1547.07;NK;N
