FS;Year;Month;GT;Unit;Source;;;;;;
FriuliVeneziaGiulia_TBB;2005;0;310;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2006;0;356;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2007;0;356;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2008;0;356;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2009;0;356;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2010;0;356;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2011;0;332;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2012;0;305;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2013;0;305;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2014;0;161;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2015;0;194;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2016;0;189;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2017;0;189;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2018;0;157;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TM;2005;10;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2005;11;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2005;5;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2012;10;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2012;11;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2012;12;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2012;8;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2013;1;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2013;10;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2013;11;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2013;12;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2013;6;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2013;9;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2014;1;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2014;10;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2014;11;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2014;12;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2014;2;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2014;3;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2014;4;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2014;5;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2014;6;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2014;7;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2014;9;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2015;1;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2015;10;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2015;11;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2015;12;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2015;2;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2015;3;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2015;4;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2015;5;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2015;6;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2015;7;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2015;9;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2016;1;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2016;10;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2016;11;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2016;12;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2016;2;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2016;3;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2016;4;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2016;5;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2016;6;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2016;7;NA;TotalGT;;;;;;;
FriuliVeneziaGiulia_TM;2016;9;NA;TotalGT;;;;;;;
Marche_DRB;2017;4;NA;TotalGT;;;;;;;
Marche_DRB;2018;1;NA;TotalGT;;;;;;;
Marche_DRB;2018;3;NA;TotalGT;;;;;;;
Marche_DRB;2018;4;NA;TotalGT;;;;;;;
Marche_DTS;2005;0;13076;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2006;0;11313;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2007;0;10618;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2008;0;10550;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2009;0;10161;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2010;0;10514;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2011;0;9311;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2012;0;9228;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2013;0;8824;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2014;0;7109;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2015;0;8021;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2016;0;7941;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2017;0;7735;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2018;0;7025;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2005;0;826.47;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2006;0;792.47;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2007;0;773;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2008;0;863;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2009;0;830;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2010;0;821;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2011;0;822;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2012;0;749;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2013;0;765;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2014;0;748;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2015;0;748;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2016;0;757;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2017;0;560;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2018;0;762;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2005;0;1292;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2006;0;1184;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2007;0;1184;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2008;0;1353;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2009;0;1491;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2010;0;1377;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2011;0;1377;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2012;0;1377;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2013;0;1377;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2014;0;1062;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2015;0;1124;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2016;0;1124;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2017;0;1029;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2018;0;1679;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TM;2005;3;NA;TotalGT;;;;;;;
Marche_TM;2005;4;NA;TotalGT;;;;;;;
Marche_TM;2015;11;NA;TotalGT;;;;;;;
Marche_TM;2015;12;NA;TotalGT;;;;;;;
Marche_TM;2018;10;NA;TotalGT;;;;;;;
Molise_DTS;2005;0;2185;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2006;0;1918;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2007;0;2066;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2008;0;2130;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2009;0;2114;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2010;0;2157;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2011;0;2067;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2012;0;2067;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2013;0;1977;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2014;0;1697;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2015;0;2206;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2016;0;2253;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2017;0;1523;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2018;0;1612;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;12;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;2;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;4;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;5;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;12;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;4;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;5;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;11;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;12;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;2;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;4;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;5;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;4;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;5;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2009;11;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2009;2;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2009;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2009;4;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2009;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2009;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2010;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2010;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2010;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2010;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2010;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;11;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;12;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;2;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;5;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2012;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;11;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;12;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;2;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;4;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;5;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;11;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;12;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;2;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;4;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;5;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;11;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;12;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;2;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;4;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;5;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;11;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;12;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;2;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;4;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;5;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;11;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;12;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;2;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;4;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;5;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;11;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;12;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;2;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;4;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;5;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2013;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2013;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2013;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2013;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2016;11;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2016;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;11;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;2;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;3;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;4;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;5;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;6;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;7;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;8;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;9;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;1;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;10;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;11;NA;TotalGT;file MBL2 SOL_fishing capacity.xlsx;;;;;;
