FS;Year;Month;Land;Unit;Source
Calabria ionica_DTS;2013;6;0.05105;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2013;7;0.08055;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2013;8;0.07608;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2013;9;0.09459;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2013;11;0.06053;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2013;12;0.0323;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2017;1;0.16639;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2017;8;0.06169;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2017;11;0.06473;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2018;3;0.0055;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2018;5;0.453;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2018;6;0.806;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2018;7;0.41779;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2018;8;0.0055;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2018;10;0.01524;tons;File MBL2 SOL.xlsx
Calabria ionica_DTS;2018;12;0.02505;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2005;10;0.65795;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2005;11;1.03252;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2005;12;0.43252;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2013;1;0.53811;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2013;3;0.19224;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2013;4;0.50736;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2013;5;0.21886;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2013;6;0.26742;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2013;7;1.12339;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2013;8;1.28059;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2013;9;1.38522;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2013;10;1.10242;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2013;11;1.24399;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2013;12;1.27924;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2014;1;0.16883;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2014;3;0.17037;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2014;6;0.95288;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2014;7;0.38593;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2014;8;1.08632;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2014;9;0.42469;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2014;10;0.0227;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2015;1;0.07617;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2015;2;0.12059;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2015;3;0.45527;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2015;5;0.24395;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2015;6;0.63876;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2015;7;0.71204;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2015;8;0.64761;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2015;9;0.46014;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2015;10;0.34083;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2015;11;0.30853;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2015;12;0.26884;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2016;1;0.08442;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2016;2;0.05509;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2016;3;0.15794;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2016;4;0.1428;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2016;5;0.21749;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2016;6;0.32581;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2016;7;0.5445;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2016;8;0.28334;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2016;9;0.24524;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2016;10;0.20116;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2016;11;0.22689;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2016;12;0.2085;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2017;1;0.14549;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2017;2;0.27774;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2017;3;0.1039;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2017;4;0.46079;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2017;5;0.34659;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2017;6;0.30419;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2017;7;0.41631;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2017;8;0.43592;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2017;9;0.27337;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2017;10;0.33677;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2017;11;0.18618;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2017;12;0.26713;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2018;1;0.00924;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2018;2;0.03559;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2018;3;0.04696;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2018;4;0.1997;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2018;5;0.58816;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2018;6;0.39048;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2018;7;0.63503;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2018;8;0.54881;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2018;9;0.41298;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2018;10;0.17017;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2018;11;0.27637;tons;File MBL2 SOL.xlsx
Calabria ionica_PGP;2018;12;0.03888;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DRB;2017;6;0.0163;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DRB;2018;6;0.55337;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DRB;2018;9;0.67746;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DRB;2018;10;0.77997;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DRB;2018;11;0.18359;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2005;3;1.51824;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2005;4;3.11218;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2005;5;4.25583;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2005;6;5.92266;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2005;7;4.08858;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2005;9;5.94714;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2005;10;6.13096;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2005;11;4.65129;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2005;12;2.54537;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2006;1;1.45406;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2006;2;0.85179;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2006;3;0.94506;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2006;4;2.33696;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2006;5;4.4304;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2006;6;8.57912;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2006;7;5.82672;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2006;8;2.96122;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2006;9;7.20561;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2006;10;7.21329;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2006;11;3.27266;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2006;12;2.9336;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2007;1;1.65677;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2007;2;1.63793;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2007;3;1.74078;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2007;4;3.62453;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2007;5;5.6852;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2007;6;4.94557;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2007;7;6.55076;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2007;8;2.12189;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2007;9;7.6035;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2007;10;8.18754;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2007;11;8.59241;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2007;12;3.1381;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2008;1;2.3527;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2008;2;2.04126;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2008;3;3.608;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2008;4;4.22507;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2008;5;4.12892;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2008;6;3.23065;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2008;7;6.61816;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2008;8;0.04936;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2008;9;10.39305;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2008;10;4.4911;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2008;11;6.65719;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2008;12;6.24115;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2009;1;6.64315;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2009;2;5.24643;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2009;3;7.1077;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2009;4;6.44686;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2009;5;6.30036;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2009;6;12.33571;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2009;7;10.22459;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2009;8;0.50343;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2009;9;10.39512;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2009;10;5.50917;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2009;11;7.21245;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2009;12;5.6812;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2010;1;3.98247;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2010;2;2.11604;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2010;3;3.01387;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2010;4;3.31169;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2010;5;3.87895;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2010;6;5.09241;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2010;7;6.96503;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2010;9;7.54488;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2010;10;8.14377;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2010;11;7.66095;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2010;12;5.11766;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2011;1;9.05345;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2011;2;4.4075;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2011;3;6.19136;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2011;4;5.24886;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2011;5;5.05037;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2011;6;4.51337;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2011;7;4.50635;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2011;10;6.35239;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2011;11;7.06838;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2011;12;7.31869;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2012;1;8.40622;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2012;2;9.54892;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2012;3;11.67169;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2012;4;10.80173;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2012;5;15.26821;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2012;6;12.50443;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2012;7;3.99305;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2012;8;1.94945;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2012;9;13.41339;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2012;10;13.99082;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2012;11;14.75379;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2012;12;11.81424;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2013;1;3.45957;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2013;2;0.60142;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2013;3;1.4257;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2013;4;2.94886;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2013;5;2.55739;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2013;6;2.23065;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2013;7;15.97099;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2013;8;4.1945;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2013;9;4.54913;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2013;10;3.95402;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2013;11;1.53337;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2013;12;11.68153;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2014;1;6.93002;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2014;2;7.41157;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2014;3;7.9363;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2014;4;13.7673;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2014;5;12.62217;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2014;6;8.00437;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2014;7;2.70669;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2014;9;4.85212;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2014;10;5.11577;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2014;11;6.8777;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2014;12;5.64176;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2015;1;10.45347;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2015;2;9.05384;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2015;3;9.02311;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2015;4;7.89786;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2015;5;3.64127;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2015;6;1.39206;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2015;7;1.29399;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2015;8;0.00902;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2015;9;1.84036;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2015;10;5.98278;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2015;11;6.66452;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2015;12;5.60276;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2016;1;1.39887;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2016;2;1.81272;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2016;3;3.75646;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2016;4;4.03032;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2016;5;3.52375;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2016;6;3.44247;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2016;7;2.55651;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2016;9;8.03378;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2016;10;3.04053;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2016;11;6.51666;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2016;12;7.24185;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2017;1;2.58402;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2017;2;6.28389;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2017;3;38.60417;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2017;4;1.10727;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2017;5;1.89297;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2017;6;2.07661;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2017;7;1.65698;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2017;8;0.056;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2017;9;3.17987;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2017;10;0.90647;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2017;11;3.79774;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2017;12;2.94123;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2018;1;2.53634;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2018;2;0.94364;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2018;3;0.96921;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2018;4;0.89187;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2018;5;2.32713;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2018;6;1.89123;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2018;7;1.74996;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2018;8;0.15351;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2018;9;3.23514;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2018;10;2.0645;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2018;11;5.33659;tons;File MBL2 SOL.xlsx
EmiliaRomagna_DTS;2018;12;10.8573;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2005;4;1.59223;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2005;5;3.13277;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2005;6;4.79801;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2005;7;18.10445;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2005;8;50.59752;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2005;9;14.06508;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2005;10;1.342;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2005;11;5.47742;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2005;12;2.66545;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2006;4;0.35392;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2006;5;2.98748;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2006;6;1.74877;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2006;7;7.78492;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2006;8;50.63958;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2006;9;39.7687;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2006;10;60.87958;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2006;11;0.57239;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2007;3;6.02229;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2007;4;5.56944;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2007;5;2.8971;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2007;6;6.73694;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2007;7;35.55572;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2007;8;31.9181;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2007;9;12.75645;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2007;10;7.5308;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2007;11;2.24025;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2007;12;0.71062;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2008;3;3.53258;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2008;4;2.98269;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2008;5;1.33348;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2008;6;2.57639;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2008;7;27.95655;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2008;8;63.56444;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2008;9;21.64413;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2008;10;5.14207;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2008;11;2.61367;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2009;3;7.0036;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2009;4;6.0586;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2009;5;3.40939;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2009;6;6.73702;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2009;7;30.32867;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2009;8;8.23555;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2009;9;12.52318;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2009;10;5.70925;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2009;11;3.14926;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2009;12;0.3499;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2010;2;0.26058;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2010;3;3.363;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2010;4;2.29749;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2010;5;3.14446;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2010;6;6.20053;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2010;7;6.26462;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2010;8;8.39139;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2010;9;6.99513;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2010;10;6.18075;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2010;11;2.33093;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2010;12;1.36039;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2011;2;0.03829;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2011;3;0.5659;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2011;4;1.0289;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2011;5;1.15547;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2011;6;1.30486;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2011;7;8.3316;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2011;8;2.34648;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2011;9;3.61131;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2011;10;9.12173;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2011;11;6.94818;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2011;12;0.31022;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2012;1;10.54771;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2012;2;8.42566;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2012;3;14.52797;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2012;4;11.64314;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2012;5;13.83019;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2012;6;17.0208;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2012;7;33.50974;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2012;8;27.93256;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2012;9;23.76829;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2012;10;18.43491;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2012;11;14.89127;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2012;12;16.42071;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2013;1;6.39008;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2013;2;0.90105;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2013;4;1.74674;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2013;5;6.14118;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2013;6;4.83057;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2013;7;18.46549;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2013;8;31.17776;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2013;9;1.70146;tons;File MBL2 SOL.xlsx
