FS;country_name;country_code;year;supra_reg;fishing_tech;vessel_length;geo_indicator;cluster_name;fs_name;variable_group;variable_name;variable_code;value;unit;fromtable;framework;template_name;gear;fishery
;Spain;ESP;2016;AREA37;HOK;VL2440;NGI;MBSHOKVL1824LLD;ESP MBS HOK1824 LLD*;Capacity;Number of vessels;totves;2;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2014;AREA37;HOK;VL0612;NGI;NA;ESP MBS HOK0612 NGI*;Capacity;Number of vessels;totves;55;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2015;AREA37;HOK;VL0612;NGI;NA;ESP MBS HOK0612 NGI*;Capacity;Number of vessels;totves;42;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2016;AREA37;HOK;VL0612;NGI;NA;ESP MBS HOK0612 NGI*;Capacity;Number of vessels;totves;52;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;DRB;VL0006;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;Capacity;Number of vessels;totves;4;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2014;AREA37;PMP;VL0006;NGI;NA;ESP MBS PMP0006 NGI;Capacity;Number of vessels;totves;118;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2008;AREA37;PS;VL0612;NGI;NA;ESP MBS PS 0612 NGI;Capacity;Number of vessels;totves;25;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL0612;Spain;ESP;2008;AREA37;DTS;VL0612;NGI;NA;ESP MBS DTS0612 NGI;Capacity;Number of vessels;totves;28;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2008;AREA37;HOK;VL1218;NGI;NA;ESP MBS HOK1218 NGI;Capacity;Number of vessels;totves;83;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2008;AREA37;PS;VL1824;NGI;NA;ESP MBS PS 1824 NGI;Capacity;Number of vessels;totves;101;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1218;Spain;ESP;2008;AREA37;DTS;VL1218;NGI;NA;ESP MBS DTS1218 NGI;Capacity;Number of vessels;totves;198;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2008;AREA37;PMP;VL0006;NGI;NA;ESP MBS PMP0006 NGI;Capacity;Number of vessels;totves;246;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1824;Spain;ESP;2008;AREA37;DTS;VL1824;NGI;NA;ESP MBS DTS1824 NGI;Capacity;Number of vessels;totves;480;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2008;AREA37;PMP;VL0612;NGI;NA;ESP MBS PMP0612 NGI;Capacity;Number of vessels;totves;1356;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2008;AREA37;HOK;VL0006;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;Capacity;Number of vessels;totves;4;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2008;AREA37;HOK;VL0612;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;Capacity;Number of vessels;totves;93;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2008;AREA37;HOK;VL1824;NGI;AREA37HOKVL1824;ESP MBS HOK1824 NGI*;Capacity;Number of vessels;totves;28;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2008;AREA37;HOK;VL2440;NGI;AREA37HOKVL1824;ESP MBS HOK1824 NGI*;Capacity;Number of vessels;totves;4;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2008;AREA37;PMP;VL1218;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;Capacity;Number of vessels;totves;136;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2008;AREA37;PMP;VL1824;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;Capacity;Number of vessels;totves;1;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2008;AREA37;PMP;VL2440;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;Capacity;Number of vessels;totves;4;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2008;AREA37;PS;VL2440;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;Capacity;Number of vessels;totves;18;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2008;AREA37;PS;VL40XX;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;Capacity;Number of vessels;totves;2;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2009;AREA37;HOK;VL1824;NGI;NA;ESP MBS HOK1824 NGI;Capacity;Number of vessels;totves;21;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;HOK;VL2440;NGI;NA;ESP MBS HOK2440 NGI;Capacity;Number of vessels;totves;21;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL0612;Spain;ESP;2009;AREA37;DTS;VL0612;NGI;NA;ESP MBS DTS0612 NGI;Capacity;Number of vessels;totves;27;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;PS;VL1824;NGI;NA;ESP MBS PS 1824 NGI;Capacity;Number of vessels;totves;100;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;PS;VL1218;NGI;NA;ESP MBS PS 1218 NGI;Capacity;Number of vessels;totves;119;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2009;AREA37;HOK;VL1218;NGI;NA;ESP MBS HOK1218 NGI;Capacity;Number of vessels;totves;126;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL2440;Spain;ESP;2009;AREA37;DTS;VL2440;NGI;NA;ESP MBS DTS2440 NGI;Capacity;Number of vessels;totves;185;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1218;Spain;ESP;2009;AREA37;DTS;VL1218;NGI;NA;ESP MBS DTS1218 NGI;Capacity;Number of vessels;totves;197;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;PMP;VL0006;NGI;NA;ESP MBS PMP0006 NGI;Capacity;Number of vessels;totves;236;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1824;Spain;ESP;2009;AREA37;DTS;VL1824;NGI;NA;ESP MBS DTS1824 NGI;Capacity;Number of vessels;totves;461;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;PMP;VL0612;NGI;NA;ESP MBS PMP0612 NGI;Capacity;Number of vessels;totves;1252;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;HOK;VL0006;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;Capacity;Number of vessels;totves;9;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2009;AREA37;HOK;VL0612;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;Capacity;Number of vessels;totves;171;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;PMP;VL1218;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;Capacity;Number of vessels;totves;93;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;PMP;VL1824;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;Capacity;Number of vessels;totves;1;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;PMP;VL2440;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;Capacity;Number of vessels;totves;3;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;PS;VL0006;NGI;AREA37PSVL0612;ESP MBS PS 0612 NGI*;Capacity;Number of vessels;totves;1;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;PS;VL0612;NGI;AREA37PSVL0612;ESP MBS PS 0612 NGI*;Capacity;Number of vessels;totves;35;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;PS;VL2440;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;Capacity;Number of vessels;totves;19;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2009;AREA37;PS;VL40XX;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;Capacity;Number of vessels;totves;2;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2010;AREA37;HOK;VL2440;NGI;NA;ESP MBS HOK2440 NGI;Capacity;Number of vessels;totves;11;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2010;AREA37;HOK;VL1824;NGI;NA;ESP MBS HOK1824 NGI;Capacity;Number of vessels;totves;23;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL0612;Spain;ESP;2010;AREA37;DTS;VL0612;NGI;NA;ESP MBS DTS0612 NGI;Capacity;Number of vessels;totves;26;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2010;AREA37;PS;VL0612;NGI;NA;ESP MBS PS 0612 NGI;Capacity;Number of vessels;totves;28;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2010;AREA37;PS;VL1824;NGI;NA;ESP MBS PS 1824 NGI;Capacity;Number of vessels;totves;102;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2010;AREA37;PS;VL1218;NGI;NA;ESP MBS PS 1218 NGI;Capacity;Number of vessels;totves;109;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2010;AREA37;HOK;VL1218;NGI;NA;ESP MBS HOK1218 NGI;Capacity;Number of vessels;totves;119;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL2440;Spain;ESP;2010;AREA37;DTS;VL2440;NGI;NA;ESP MBS DTS2440 NGI;Capacity;Number of vessels;totves;172;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1218;Spain;ESP;2010;AREA37;DTS;VL1218;NGI;NA;ESP MBS DTS1218 NGI;Capacity;Number of vessels;totves;183;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2010;AREA37;PMP;VL0006;NGI;NA;ESP MBS PMP0006 NGI;Capacity;Number of vessels;totves;239;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1824;Spain;ESP;2010;AREA37;DTS;VL1824;NGI;NA;ESP MBS DTS1824 NGI;Capacity;Number of vessels;totves;407;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2010;AREA37;PMP;VL0612;NGI;NA;ESP MBS PMP0612 NGI;Capacity;Number of vessels;totves;1257;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2010;AREA37;HOK;VL0006;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;Capacity;Number of vessels;totves;8;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2010;AREA37;HOK;VL0612;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;Capacity;Number of vessels;totves;164;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2010;AREA37;PMP;VL1218;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;Capacity;Number of vessels;totves;98;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2010;AREA37;PMP;VL1824;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;Capacity;Number of vessels;totves;2;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2010;AREA37;PMP;VL2440;NGI;AREA37PMPVL1218;ESP MBS PMP1218 NGI*;Capacity;Number of vessels;totves;5;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2010;AREA37;PS;VL2440;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;Capacity;Number of vessels;totves;24;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2010;AREA37;PS;VL40XX;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;Capacity;Number of vessels;totves;2;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;DRB;VL1218;NGI;NA;ESP MBS DRB1218 NGI;Capacity;Number of vessels;totves;12;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;PS;VL0612;NGI;NA;ESP MBS PS 0612 NGI;Capacity;Number of vessels;totves;22;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL0612;Spain;ESP;2011;AREA37;DTS;VL0612;NGI;NA;ESP MBS DTS0612 NGI;Capacity;Number of vessels;totves;25;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2011;AREA37;DFN;VL1218;NGI;NA;ESP MBS DFN1218 NGI;Capacity;Number of vessels;totves;66;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2011;AREA37;HOK;VL1218;NGI;NA;ESP MBS HOK1218 NGI;Capacity;Number of vessels;totves;85;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;PS;VL1218;NGI;NA;ESP MBS PS 1218 NGI;Capacity;Number of vessels;totves;95;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2011;AREA37;DFN;VL0612;NGI;NA;ESP MBS DFN0612 NGI;Capacity;Number of vessels;totves;99;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;PS;VL1824;NGI;NA;ESP MBS PS 1824 NGI;Capacity;Number of vessels;totves;100;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2011;AREA37;PGP;VL0006;NGI;NA;ESP MBS PGP0006 NGI;Capacity;Number of vessels;totves;120;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL2440;Spain;ESP;2011;AREA37;DTS;VL2440;NGI;NA;ESP MBS DTS2440 NGI;Capacity;Number of vessels;totves;160;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1218;Spain;ESP;2011;AREA37;DTS;VL1218;NGI;NA;ESP MBS DTS1218 NGI;Capacity;Number of vessels;totves;174;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1824;Spain;ESP;2011;AREA37;DTS;VL1824;NGI;NA;ESP MBS DTS1824 NGI;Capacity;Number of vessels;totves;372;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2011;AREA37;PGP;VL0612;NGI;NA;ESP MBS PGP0612 NGI;Capacity;Number of vessels;totves;932;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;DRB;VL0612;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;Capacity;Number of vessels;totves;69;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;FPO;VL0612;NGI;AREA37FPOVL0612;ESP MBS FPO0612 NGI*;Capacity;Number of vessels;totves;12;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;FPO;VL1218;NGI;AREA37FPOVL0612;ESP MBS FPO0612 NGI*;Capacity;Number of vessels;totves;9;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;FPO;VL2440;NGI;AREA37FPOVL0612;ESP MBS FPO0612 NGI*;Capacity;Number of vessels;totves;3;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;HOK;VL0006;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;Capacity;Number of vessels;totves;1;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2011;AREA37;HOK;VL0612;NGI;AREA37HOKVL0612;ESP MBS HOK0612 NGI*;Capacity;Number of vessels;totves;76;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2011;AREA37;HOK;VL1824;NGI;AREA37HOKVL1824;ESP MBS HOK1824 NGI*;Capacity;Number of vessels;totves;15;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;HOK;VL2440;NGI;AREA37HOKVL1824;ESP MBS HOK1824 NGI*;Capacity;Number of vessels;totves;2;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2011;AREA37;PGP;VL1218;NGI;AREA37PGPVL1218;ESP MBS PGP1218 NGI*;Capacity;Number of vessels;totves;11;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;PGP;VL1824;NGI;AREA37PGPVL1218;ESP MBS PGP1218 NGI*;Capacity;Number of vessels;totves;4;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;PGP;VL2440;NGI;AREA37PGPVL1218;ESP MBS PGP1218 NGI*;Capacity;Number of vessels;totves;2;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;PMP;VL0612;NGI;AREA37PMPVL0612;ESP MBS PMP0612 NGI*;Capacity;Number of vessels;totves;33;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;PMP;VL1218;NGI;AREA37PMPVL0612;ESP MBS PMP0612 NGI*;Capacity;Number of vessels;totves;13;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;PS;VL2440;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;Capacity;Number of vessels;totves;24;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2011;AREA37;PS;VL40XX;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;Capacity;Number of vessels;totves;2;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2012;AREA37;DRB;VL1218;NGI;NA;ESP MBS DRB1218 NGI;Capacity;Number of vessels;totves;14;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2012;AREA37;PGP;VL1218;NGI;NA;ESP MBS PGP1218 NGI;Capacity;Number of vessels;totves;14;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2012;AREA37;FPO;VL0612;NGI;NA;ESP MBS FPO0612 NGI;Capacity;Number of vessels;totves;19;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2012;AREA37;HOK;VL1218;NGI;NA;ESP MBS HOK1218 NGI;Capacity;Number of vessels;totves;90;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2012;AREA37;PS;VL1218;NGI;NA;ESP MBS PS 1218 NGI;Capacity;Number of vessels;totves;92;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2012;AREA37;PS;VL1824;NGI;NA;ESP MBS PS 1824 NGI;Capacity;Number of vessels;totves;93;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2012;AREA37;DFN;VL0612;NGI;NA;ESP MBS DFN0612 NGI;Capacity;Number of vessels;totves;100;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2012;AREA37;PGP;VL0006;NGI;NA;ESP MBS PGP0006 NGI;Capacity;Number of vessels;totves;121;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL2440;Spain;ESP;2012;AREA37;DTS;VL2440;NGI;NA;ESP MBS DTS2440 NGI;Capacity;Number of vessels;totves;155;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1218;Spain;ESP;2012;AREA37;DTS;VL1218;NGI;NA;ESP MBS DTS1218 NGI;Capacity;Number of vessels;totves;164;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1824;Spain;ESP;2012;AREA37;DTS;VL1824;NGI;NA;ESP MBS DTS1824 NGI;Capacity;Number of vessels;totves;346;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2012;AREA37;PGP;VL0612;NGI;NA;ESP MBS PGP0612 NGI;Capacity;Number of vessels;totves;944;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2012;AREA37;DFN;VL1218;NGI;AREA37DFNVL1218;ESP MBS DFN1218 NGI*;Capacity;Number of vessels;totves;70;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2012;AREA37;HOK;VL1824;NGI;AREA37HOKVL1824;ESP MBS HOK1824 NGI*;Capacity;Number of vessels;totves;24;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2012;AREA37;PS;VL0006;NGI;AREA37PSVL0612;ESP MBS PS 0612 NGI*;Capacity;Number of vessels;totves;1;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2012;AREA37;PS;VL0612;NGI;AREA37PSVL0612;ESP MBS PS 0612 NGI*;Capacity;Number of vessels;totves;22;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2012;AREA37;PS;VL2440;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;Capacity;Number of vessels;totves;24;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2012;AREA37;PS;VL40XX;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;Capacity;Number of vessels;totves;2;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2013;AREA37;DRB;VL1218;NGI;NA;ESP MBS DRB1218 NGI;Capacity;Number of vessels;totves;10;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2013;AREA37;PMP;VL1218;NGI;NA;ESP MBS PMP1218 NGI;Capacity;Number of vessels;totves;13;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL0612;Spain;ESP;2013;AREA37;DTS;VL0612;NGI;NA;ESP MBS DTS0612 NGI;Capacity;Number of vessels;totves;21;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2013;AREA37;PS;VL0612;NGI;NA;ESP MBS PS 0612 NGI;Capacity;Number of vessels;totves;21;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2013;AREA37;PMP;VL0612;NGI;NA;ESP MBS PMP0612 NGI;Capacity;Number of vessels;totves;29;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2013;AREA37;DFN;VL1218;NGI;NA;ESP MBS DFN1218 NGI;Capacity;Number of vessels;totves;63;number;map_fs;map;map_capacity;NA;NA
ESP_HOK_VL0624;Spain;ESP;2013;AREA37;HOK;VL1218;NGI;NA;ESP MBS HOK1218 NGI;Capacity;Number of vessels;totves;70;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2013;AREA37;DFN;VL0612;NGI;NA;ESP MBS DFN0612 NGI;Capacity;Number of vessels;totves;85;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2013;AREA37;PS;VL1824;NGI;NA;ESP MBS PS 1824 NGI;Capacity;Number of vessels;totves;91;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2013;AREA37;PS;VL1218;NGI;NA;ESP MBS PS 1218 NGI;Capacity;Number of vessels;totves;91;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2013;AREA37;PGP;VL0006;NGI;NA;ESP MBS PGP0006 NGI;Capacity;Number of vessels;totves;126;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL2440;Spain;ESP;2013;AREA37;DTS;VL2440;NGI;NA;ESP MBS DTS2440 NGI;Capacity;Number of vessels;totves;147;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1218;Spain;ESP;2013;AREA37;DTS;VL1218;NGI;NA;ESP MBS DTS1218 NGI;Capacity;Number of vessels;totves;161;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1824;Spain;ESP;2013;AREA37;DTS;VL1824;NGI;NA;ESP MBS DTS1824 NGI;Capacity;Number of vessels;totves;332;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2013;AREA37;PGP;VL0612;NGI;NA;ESP MBS PGP0612 NGI;Capacity;Number of vessels;totves;977;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2013;AREA37;DRB;VL0006;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;Capacity;Number of vessels;totves;3;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2013;AREA37;PGP;VL1218;NGI;AREA37PGPVL1218;ESP MBS PGP1218 NGI*;Capacity;Number of vessels;totves;22;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2013;AREA37;PGP;VL2440;NGI;AREA37PGPVL1218;ESP MBS PGP1218 NGI*;Capacity;Number of vessels;totves;1;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2013;AREA37;PS;VL2440;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;Capacity;Number of vessels;totves;22;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2013;AREA37;PS;VL40XX;NGI;AREA37PSVL2440;ESP MBS PS 2440 NGI*;Capacity;Number of vessels;totves;2;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2014;AREA37;DRB;VL1218;NGI;NA;ESP MBS DRB1218 NGI;Capacity;Number of vessels;totves;12;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2014;AREA37;PS;VL0612;NGI;NA;ESP MBS PS 0612 NGI;Capacity;Number of vessels;totves;20;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL0612;Spain;ESP;2014;AREA37;DTS;VL0612;NGI;NA;ESP MBS DTS0612 NGI;Capacity;Number of vessels;totves;21;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2014;AREA37;DFN;VL1218;NGI;NA;ESP MBS DFN1218 NGI;Capacity;Number of vessels;totves;63;number;map_fs;map;map_capacity;NA;NA
ESP_PGP_VL0018;Spain;ESP;2014;AREA37;DFN;VL0612;NGI;NA;ESP MBS DFN0612 NGI;Capacity;Number of vessels;totves;84;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2014;AREA37;PS;VL1824;NGI;NA;ESP MBS PS 1824 NGI;Capacity;Number of vessels;totves;89;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2014;AREA37;PS;VL1218;NGI;NA;ESP MBS PS 1218 NGI;Capacity;Number of vessels;totves;90;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL2440;Spain;ESP;2014;AREA37;DTS;VL2440;NGI;NA;ESP MBS DTS2440 NGI;Capacity;Number of vessels;totves;146;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1218;Spain;ESP;2014;AREA37;DTS;VL1218;NGI;NA;ESP MBS DTS1218 NGI;Capacity;Number of vessels;totves;160;number;map_fs;map;map_capacity;NA;NA
ESP_DTS_VL1824;Spain;ESP;2014;AREA37;DTS;VL1824;NGI;NA;ESP MBS DTS1824 NGI;Capacity;Number of vessels;totves;327;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2014;AREA37;PMP;VL0612;NGI;NA;ESP MBS PMP0612 NGI;Capacity;Number of vessels;totves;999;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2014;AREA37;DRB;VL0006;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;Capacity;Number of vessels;totves;1;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2014;AREA37;DRB;VL0612;NGI;AREA37DRBVL0612;ESP MBS DRB0612 NGI*;Capacity;Number of vessels;totves;25;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2014;AREA37;FPO;VL0612;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;Capacity;Number of vessels;totves;8;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2014;AREA37;FPO;VL1218;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;Capacity;Number of vessels;totves;10;number;map_fs;map;map_capacity;NA;NA
;Spain;ESP;2014;AREA37;FPO;VL2440;NGI;AREA37FPOVL1218;ESP MBS FPO1218 NGI*;Capacity;Number of vessels;totves;3;number;map_fs;map;map_capacity;NA;NA
