FS;Year;Month;KW;Unit;Source;;;;;;
FriuliVeneziaGiulia_PS;2018;1;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_PS;2018;11;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_PS;2018;12;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_PS;2018;2;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_PS;2018;3;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TBB;2005;0;2525.58;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2006;0;2819.58;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2007;0;2813;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2008;0;2811.88;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2009;0;2811.88;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2010;0;2811.71;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2011;0;2674.75;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2012;0;2332.75;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2013;0;2332.75;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2014;0;1327;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2015;0;1493.8;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2016;0;1493.8;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2017;0;1493.8;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TBB;2018;0;986.8;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
FriuliVeneziaGiulia_TM;2005;10;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2005;11;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2005;5;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2012;10;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2012;11;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2012;12;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2012;8;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2013;1;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2013;10;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2013;11;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2013;12;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2013;6;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2013;9;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2014;1;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2014;10;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2014;11;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2014;12;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2014;2;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2014;3;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2014;4;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2014;5;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2014;6;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2014;7;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2014;9;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2015;1;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2015;10;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2015;11;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2015;12;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2015;2;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2015;3;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2015;4;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2015;5;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2015;6;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2015;7;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2015;9;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2016;1;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2016;10;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2016;11;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2016;12;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2016;2;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2016;3;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2016;4;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2016;5;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2016;6;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2016;7;NA;TotalKW;;;;;;;
FriuliVeneziaGiulia_TM;2016;9;NA;TotalKW;;;;;;;
Marche_DRB;2017;4;NA;TotalKW;;;;;;;
Marche_DRB;2018;1;NA;TotalKW;;;;;;;
Marche_DRB;2018;3;NA;TotalKW;;;;;;;
Marche_DRB;2018;4;NA;TotalKW;;;;;;;
Marche_DTS;2005;0;51142.12;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2006;0;43972.05;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2007;0;40453.37;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2008;0;40125.97;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2009;0;39798.45;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2010;0;40848.45;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2011;0;36117.14;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2012;0;37647.06;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2013;0;36603.24;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2014;0;31171.68;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2015;0;35024.76;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2016;0;34862.45;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2017;0;38553.22;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_DTS;2018;0;31654.42;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2005;0;15548.09;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2006;0;15339.39;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2007;0;14990.27;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2008;0;16093.23;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2009;0;15501.41;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2010;0;15231.55;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2011;0;14767.82;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2012;0;13061.65;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2013;0;13267.91;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2014;0;12081.91;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2015;0;11933.56;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2016;0;11736.38;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2017;0;7060.05;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_PGP;2018;0;12150.61;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2005;0;5225.9;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2006;0;4228.33;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2007;0;4228.33;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2008;0;5076.8;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2009;0;5760.33;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2010;0;5059.33;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2011;0;4835.33;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2012;0;4835.33;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2013;0;4835.33;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2014;0;3971;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2015;0;4062.8;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2016;0;4062.8;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2017;0;4085.8;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TBB;2018;0;7025.88;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Marche_TM;2005;3;NA;TotalKW;;;;;;;
Marche_TM;2005;4;NA;TotalKW;;;;;;;
Marche_TM;2015;11;NA;TotalKW;;;;;;;
Marche_TM;2015;12;NA;TotalKW;;;;;;;
Marche_TM;2018;10;NA;TotalKW;;;;;;;
Molise_DTS;2005;0;7691.5;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2006;0;6926.5;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2007;0;8044.72;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2008;0;8316.19;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2009;0;8256.99;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2010;0;8170.99;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2011;0;7864.29;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2012;0;7864.29;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2013;0;7632.69;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2014;0;6538.69;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2015;0;8015.62;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2016;0;8576.17;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2017;0;6584.44;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_DTS;2018;0;6822.87;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2005;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2006;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2007;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2008;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2009;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2009;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2009;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2009;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2009;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2009;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2010;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2010;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2010;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2010;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2010;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2011;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2012;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2013;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2013;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2013;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2013;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2016;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2016;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
