FS;Year;Month;KW;Unit;Source;;;;;;
Puglia adriatica_PGP;2017;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2017;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2017;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2018;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2018;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2018;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;6;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;1;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;2;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;3;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;7;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;8;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;9;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DRB;2017;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DRB;2018;10;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DRB;2018;11;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DRB;2018;12;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DRB;2018;4;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DRB;2018;5;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2005;0;35057.72;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2006;0;33553.73;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2007;0;26408.02;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2008;0;28113.88;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2009;0;27073.63;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2010;0;27966.4;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2011;0;28446.44;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2012;0;27620.75;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2013;0;27953.36;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2014;0;23299.26;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2015;0;22379.93;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2016;0;22268.73;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2017;0;26793.23;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2018;0;26403.25;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2005;0;13227.39;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2006;0;11922.65;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2007;0;11734.39;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2008;0;11082.86;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2009;0;10920.52;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2010;0;10203.6;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2011;0;12252.8;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2012;0;12481.63;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2013;0;12576.12;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2014;0;10904.98;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2015;0;10755.65;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2016;0;10950.05;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2017;0;9738.05;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2018;0;9420.86;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2005;0;14422.54;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2006;0;12029.42;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2007;0;17773.17;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2008;0;13758.69;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2009;0;14104.29;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2010;0;13922.29;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2011;0;13358.89;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2012;0;13667.5;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2013;0;11397.6;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2014;0;10956.03;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2015;0;11781.35;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2016;0;12019.72;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2017;0;11839.52;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2018;0;12729.44;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TM;2015;0;NA;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
HRV_DFN;2005;0;3535.87;TotalKW;equal 2012;;;;;;
HRV_DFN;2006;0;3535.87;TotalKW;equal 2012;;;;;;
HRV_DFN;2007;0;3535.87;TotalKW;equal 2012;;;;;;
HRV_DFN;2008;0;3535.87;TotalKW;equal 2012;;;;;;
HRV_DFN;2009;0;3535.87;TotalKW;equal 2012;;;;;;
HRV_DFN;2010;0;3535.87;TotalKW;equal 2012;;;;;;
HRV_DFN;2011;0;3535.87;TotalKW;equal 2012;;;;;;
HRV_DFN;2012;0;3535.87;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
HRV_DFN;2013;0;3275.67;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
HRV_DFN;2014;0;3108.17;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
HRV_DFN;2015;0;3117.64;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
HRV_DFN;2016;0;2910.51;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
HRV_DFN;2017;0;2941.35;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
HRV_DFN;2018;0;2996.54;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2005;0;137.45;TotalKW;equal 2008;;;;;;
SVN_DFN;2006;0;137.45;TotalKW;equal 2008;;;;;;
SVN_DFN;2007;0;137.45;TotalKW;equal 2008;;;;;;
SVN_DFN;2008;0;137.45;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2009;0;127.64;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2010;0;150.54;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2011;0;130.06;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2012;0;140.58;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2013;0;166.77;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2014;0;179.35;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2015;0;160.81;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2016;0;152.23;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2017;0;158.87;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2018;0;138.98;TotalKW;AER file AER_all_uploaded_v_fs.xls;;;;;;
Molise_PGP;2005;0;692.5;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2006;0;845.74;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2007;0;1029.01;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2008;0;894.54;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2009;0;847.34;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2010;0;869.84;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2011;0;513.42;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2012;0;554.52;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2013;0;572.92;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2014;0;779.4;TotalKW;file MBL2 SOL_fishing capacity.xlsx;;;;;;
